A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
0,-0.05306466273471411,0.8880919947346788,0.6995340512792962,-0.7028661572078547,0.9812539483450503,-1.9145735090585565,-2.1951975873031557,good
1,-0.11322322183159711,-1.4967268044919824,1.0303814524091246,0.7897170195428729,-3.382801247844779,2.608786917117172,-1.2125828925835793,bad
2,0.45289344132752024,0.9675356525372383,1.7638603516334226,0.6586627951908297,1.0118791788288841,-1.3465645185278148,0.6332105613800443,good
3,-0.944401215039332,-0.5043861711097561,-0.17864665829585258,-1.7521138581135711,-1.391611975298631,-1.2713530636371884,0.1487586386707389,bad
4,-0.7489512270436232,-1.7308085774260695,-2.538192781906245,-0.0810191786701826,-1.5842102512671539,2.684476243862502,-0.4440379806594259,bad
5,0.7975351660592553,1.361937233050288,1.572006278300473,1.2764513451224226,1.7475119085755673,-0.8409021886108555,0.004789442438986935,good
6,0.24880663390953897,0.413781942238917,1.5704211733607956,-0.25605855168339453,1.5735577062068136,-0.30497211472792696,0.9828883889478315,good
7,1.649122204198659,0.9649668589909035,0.46195224150986147,0.8258865305766577,1.4415416449360121,0.0025162097353214063,-0.7063341404652559,good
8,-0.5722431798212464,0.7684759268123393,2.0973001875437087,-0.7308312016246719,1.4436687530224908,-0.1274820097704069,-1.3584735952612559,good
9,-0.1085028175755467,-0.8044600565262114,0.29208905932592466,2.37286820189853,1.4351000115979253,-0.3560994668766116,-0.6043924558874223,good
10,0.7195755659395565,-0.2816218767882276,-2.7171468331454562,-1.1902444138915504,-0.076214487247529,-0.6647342357002813,0.013495444572159454,bad
11,-0.32204850323934986,0.18954696988360548,-1.100012883436175,-1.1266832074276423,0.23894983898657607,-2.5381681619067313,0.7605394009335994,bad
12,-0.805902595584722,-0.4783884843042288,0.8757142228375637,1.2896392313574,0.5520457926721104,-1.0937666074967505,-0.35017208731991195,good
13,1.526468778392609,0.09853448184137581,-1.1943824698200243,-2.073814939933917,0.86589160860224,-0.641063222465781,-0.5788178480993217,good
14,1.695147870289802,0.6445297829853323,-3.2863717237795753,-1.9940200399670645,-1.5110044373805662,1.1421386891684286,1.315440242129784,bad
15,-1.9407368403752026,-0.13076757376169454,-3.734374403514802,0.8206604930078689,0.514947148815234,0.05814510333355444,3.7407833677288496,bad
16,1.4348483067870377,1.7636323944429444,-0.9550487703182828,1.386857911012256,0.733887606047993,-1.4414529517748185,1.740923965456535,good
17,-2.1321132812091435,2.9002597440812967,2.2838168598535615,0.3853091712119075,2.3375513190343433,-0.30725693422044775,-1.7466191080935018,good
18,1.541293938683689,1.233273970425813,0.9918867983882497,-1.1402663847955685,0.7039993382661418,-0.06392458749465357,0.7673759883276783,good
19,1.0546727279806052,1.1568301538633254,0.8927352341890582,0.6923110042786305,-0.5239510842195627,0.1990841852948223,0.12335682947717264,good
20,0.6954515067495827,0.5285827580886447,-0.9759632998916197,-0.21161730215390262,1.1842092216494624,-0.9112594578695273,-1.756308130475753,good
21,2.176913258416386,0.22884253446422964,-0.31896849830251073,-0.13850061638395228,1.4255913025065599,-2.4615231121122494,-0.9145209503359089,good
22,-1.3279562737848845,0.9134913326730036,-0.9477339017625827,-0.36355370217275845,-0.9065302270469633,0.4432512924556152,-0.14414359938457733,bad
23,1.6206698261518455,-0.620612774175908,0.39614106876304533,1.6945582357416216,0.8065486578045393,1.1498186063283393,-1.4509003659558182,good
24,-0.040980891369883476,-0.4180815046960591,-1.0415159758294605,-0.2150308874660768,0.2648249773438869,1.4004050897473195,0.49040898130032073,bad
25,-0.6316075439066352,0.819646905668415,0.373684723816993,2.282116751303567,0.3533569531853936,0.7966271208272423,0.05884776583879647,good
26,-0.4823002623856439,0.4312393986967989,-2.299683828663171,0.37861958489068925,0.3978015639317627,-0.2008016997860007,-0.3093082101761284,bad
27,-0.5917991200537878,-1.3754115208702864,-2.0696441135716834,-2.253841500798467,-0.3765319205483331,-0.5981167736831454,1.0909427901806534,bad
28,0.3968709938589535,-1.5746723730670653,-1.3194212908158764,1.2516635798441995,-2.1911119995151633,1.4578568571223123,-0.7238630687453642,bad
29,-0.930605120560326,0.46289836177810384,-0.13383035680635413,2.5197717873125978,0.3246077577854578,0.22050089909916282,-0.9339079854448944,good
30,2.252804210967426,0.47717285076269017,-0.007441662756575429,0.3332993704787297,0.2654861642764208,-0.09041242907308894,0.27402054049115215,bad
31,0.4481926191770206,-0.6315360627379012,0.5711520743939267,0.6426025362132062,0.3084555861930955,2.3148169394863216,-0.5848476855595243,good
